"_id.Fisher ID",_id.reportDate,reportName,reportDate,group,category,Fisher ID,Shoot Start,Shoot Start Location,Shoot Finish,Shoot Finish Location,Shot Depth (m),Haul Start,Haul End,Comments (Catch),Main Species Index,Main Species,Main Catch Weight (kg),Record Bycatch (Y/N),Fishing Gear,Bait Used,No Hooks,Line Length (m),Mitigation Study,Mitigation type,Fisher Sampling (Y/N),Comments,Bycatch Index,Bycatch Species,Individual / Group,Sex,Alive Count,Dead Count,Retained Count,Total Alive Weight (kg),Total Dead Weight (kg),Total Retained Weight (Kg),Photo (First),Sampled Species Index,Sampled Species,Number of Individuals,Length Category,Sex (Sampled Species),Comments (Sampled Species),AST Correlation ID,APP Correlation ID,Uploaded Date
FM000003,2021-08-03T00:00:00.000Z,FM000003,2021-08-03T00:00:00.000Z,4.0,,FM000003,2021-08-03T04:57:14.958Z,"50.2705033333333,-4.77672333333333",2021-08-03T05:00:04.541Z,"50.2680116666667,-4.77356833333333",17,2021-08-03T06:30:00.000Z,2021-08-03T07:10:00.000Z,NA,0,Mackerel,12,N,MA4,,,,Y,No devices (control),N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e144da57-cfd2-4e02-917d-ccc03119260d,36D36B2FA28B4D80A29E8647ADFEA4C1,2021-08-03T07:54:01.958Z
FM000003,2021-10-30T00:00:00.000Z,FM000003,2021-10-30T00:00:00.000Z,4.0,,FM000003,2021-10-30T00:00:00.000Z,NA,1899-12-30T00:00:00.000Z,NA,0,2021-10-30T07:00:00.000Z,2021-10-30T10:20:00.000Z,NA,0,Mackerel,170,N,Handlining,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2879cd8a-7207-4ef4-90b2-4200e9b30be1,C4F9ABC5F99B4E95924F055B623FCEAE,2021-10-30T11:37:11.079Z
FM000003,2021-10-23T00:00:00.000Z,FM000003,2021-10-23T00:00:00.000Z,4.0,,FM000003,2021-10-23T00:00:00.000Z,NA,1899-12-30T00:00:00.000Z,NA,0,2021-10-23T07:20:00.000Z,2021-10-23T10:00:00.000Z,NA,0,Mackerel,190,N,Handlining,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2f761313-f85d-40f2-a6c0-fdd30f2fec9b,09D439149CE34635B43488460DC05674,2021-10-23T11:15:05.459Z
FM000003,2021-11-14T00:00:00.000Z,FM000003,2021-11-14T00:00:00.000Z,4.0,,FM000003,2021-11-14T00:00:00.000Z,NA,1899-12-30T00:00:00.000Z,NA,0,2021-11-14T06:30:00.000Z,2021-11-14T10:00:00.000Z,NA,0,Mackerel,150,N,Handlining,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a77f1b48-61bf-4177-b614-b0a71ac526a3,084E871B72764CB3837D6918A8CDA008,2021-11-14T12:50:32.244Z
FM000003,2021-09-20T00:00:00.000Z,FM000003,2021-09-20T00:00:00.000Z,4.0,,FM000003,2021-09-20T06:04:02.492Z,"50.2767783333333,-4.77697666666667",2021-09-20T06:07:10.542Z,"50.2743833333333,-4.77471833333333",14,2021-09-20T08:15:00.000Z,2021-09-20T08:45:00.000Z,NA,0,Mackerel,10,N,MA4,,,,Y,Lights & Pingers,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d2fb3281-d3f8-4a66-9cf5-5c011c63323a,9731088421B046258C96B641EB047056,2021-09-20T12:48:30.984Z
FM000003,2021-09-20T00:00:00.000Z,FM000003,2021-09-20T00:00:00.000Z,4.0,,FM000003,2021-09-20T05:54:54.906Z,"50.273975,-4.77934333333333",2021-09-20T05:58:06.680Z,"50.271515,-4.7761",13,2021-09-20T07:00:00.000Z,2021-09-20T08:15:00.000Z,NA,0,Mackerel,50,N,MA4,,,,Y,No devices (control),N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36d7b3a9-7c3b-4d69-a475-81615201bfbf,296882FDC7754AB2A362C66899DB3C86,2021-09-20T12:48:29.467Z
FM000003,2021-06-12T00:00:00.000Z,FM000003,2021-06-12T00:00:00.000Z,4.0,,FM000003,2021-06-10T00:00:00.000Z,"50.21884683,-4.73613469",1899-12-30T00:00:00.000Z,NA,55,2021-06-12T05:40:00.000Z,2021-06-12T06:50:00.000Z,NA,0,Sole,4,N,S1,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9d23ccad-107e-44be-a1bc-fba5c094f18b,0C149765D64347E2A5225DF563092029,2021-06-12T17:47:59.326Z
FM000003,2021-06-12T00:00:00.000Z,FM000003,2021-06-12T00:00:00.000Z,4.0,,FM000003,2021-06-10T00:00:00.000Z,"50.3459802,-4.7705978",1899-12-30T00:00:00.000Z,NA,50,2021-06-12T08:00:00.000Z,2021-06-12T09:00:00.000Z,NA,0,Monkfish,10,N,S1,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4db70ff1-36fa-4d65-92a8-f07459a79dff,40583F6112784AF4B71B631284C246A2,2021-06-12T17:47:56.598Z
FM000003,2021-06-12T00:00:00.000Z,FM000003,2021-06-12T00:00:00.000Z,4.0,,FM000003,2021-06-10T00:00:00.000Z,"50.22153889,-4.73790569",1899-12-30T00:00:00.000Z,NA,55,2021-06-12T07:00:00.000Z,2021-06-12T08:00:00.000Z,NA,0,Sole,2,N,S1,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5b0df3ab-4a27-4228-aa71-bc2dabfb84e1,779F8BFBC3C5461DB4A3CF17E188D6F3,2021-06-12T17:47:59.012Z
FM000005,2021-05-01T00:00:00.000Z,FM000005,2021-05-01T00:00:00.000Z,4.0,,FM000005,2021-04-28T10:00:00.000Z,"50.2780971586988,-4.6725407982185",2021-05-26T12:00:00.000Z,"50.2503487074297,-4.71382207156203",40,2021-05-01T05:00:00.000Z,2021-05-01T10:30:00.000Z,NA,0,Monkfish,30,N,Other Tangle Net,,,,N,NA,N,Monk nets,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72efe409-d571-4661-a5f7-689687f74ccf,2A220A3A91AAEB11A7040138A4E1205E,2021-05-01T15:27:15.003Z
FM000005,2021-05-01T00:00:00.000Z,FM000005,2021-05-01T00:00:00.000Z,4.0,,FM000005,2021-04-30T11:08:35.812Z,NA,2021-04-30T11:08:42.433Z,NA,0,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,,0,Y,Other Tangle Net,,,,N,NA,N,NA,0,,Group,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02a1c625-689f-4b97-bc91-e9c8130bf4c1,E689AE039CA9EB11B929DF1E75FA7777,2021-05-01T15:17:44.388Z
FM000005,2021-05-01T00:00:00.000Z,FM000005,2021-05-01T00:00:00.000Z,4.0,,FM000005,2021-03-14T00:00:00.000Z,'29E543,1899-12-30T00:00:00.000Z,NA,0,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,,0,N,,,,,Y,,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e30775b-5e6d-43f5-a919-836d4a08ca03,60B70F09DB84EB1195FD29AF81B0B300,2021-05-01T15:17:44.292Z
FM000005,2021-05-01T00:00:00.000Z,FM000005,2021-05-01T00:00:00.000Z,4.0,,FM000005,2021-01-27T00:00:00.000Z,NA,1899-12-30T00:00:00.000Z,NA,0,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,NA,NA,NA,N,,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73664418-a592-494a-86e5-75557ee43177,6CB8A0CB7160EB1192E1634A9275F918,2021-05-01T15:17:43.296Z
FM000003,2021-10-09T00:00:00.000Z,FM000003,2021-10-09T00:00:00.000Z,4.0,,FM000003,2021-10-09T05:45:18.169Z,"50.2687283333333,-4.778",2021-10-09T05:47:40.674Z,"50.26788,-4.774425",17,2021-10-09T07:10:00.000Z,2021-10-09T08:00:00.000Z,NA,0,Mackerel,40,N,MA4,,,,Y,No devices (control),N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa91f3a3-cd57-4188-b51e-50ffe84e787e,E50C7F9D03B6497B81B02314410C0AC3,2021-10-09T10:39:14.202Z
FM000003,2021-10-09T00:00:00.000Z,FM000003,2021-10-09T00:00:00.000Z,4.0,,FM000003,2021-10-09T05:54:28.713Z,"50.27373,-4.779895",2021-10-09T05:59:00.928Z,"50.2722133333333,-4.77613833333333",15,2021-10-09T08:30:00.000Z,2021-10-09T08:50:00.000Z,NA,0,Mackerel,2,N,MA4,,,,Y,Lights & Pingers,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6d5a5e8a-caa5-4aa7-ad19-5014a3674368,E620FBB056FB471094EB07C918DA08A8,2021-10-09T10:39:16.022Z
FM000002,2021-11-15T00:00:00.000Z,FM000002,2021-11-15T00:00:00.000Z,4.0,,FM000002,2021-11-14T13:57:34.748Z,"50.28998,-4.72871833333333",2021-11-14T14:14:15.772Z,"50.287145,-4.71579",30,2021-11-15T09:20:00.000Z,2021-11-15T10:40:00.000Z,NA,0,Sole,1,N,Other Tangle Net,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d0f8b3ff-36d1-4856-aade-d10183a9eb80,65EFA5BF2C6B452BA54A276D7FD195F2,2021-11-15T13:49:15.604Z
FM000002,2021-11-15T00:00:00.000Z,FM000002,2021-11-15T00:00:00.000Z,4.0,,FM000002,2021-11-14T15:08:07.059Z,"50.308515,-4.74949333333333",2021-11-14T15:22:09.101Z,"50.3137366666667,-4.75742333333333",17,2021-11-15T12:15:00.000Z,2021-11-15T13:10:00.000Z,NA,0,,7,N,Other Tangle Net,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1ece8f6f-2478-46b0-a483-b544741341a9,575E169080084B3AB090DE90BB9819AA,2021-11-15T13:49:16.463Z
FM000002,2021-11-15T00:00:00.000Z,FM000002,2021-11-15T00:00:00.000Z,4.0,,FM000002,2021-11-14T14:33:10.815Z,"50.3071283333333,-4.72612833333333",2021-11-14T14:47:39.766Z,"50.30659,-4.71663166666667",23,2021-11-15T11:20:00.000Z,2021-11-15T11:50:00.000Z,NA,0,Sole,1,N,Other Tangle Net,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3154ea37-26e2-4bc9-949a-c9957f200902,753421F712414DDF9ADB6C059174B98D,2021-11-15T13:49:16.052Z
FM000002,2021-11-15T00:00:00.000Z,FM000002,2021-11-15T00:00:00.000Z,4.0,,FM000002,2021-11-14T13:32:09.962Z,"50.2913033333333,-4.73093833333333",2021-11-14T13:42:21.039Z,"50.286145,-4.72853",30,2021-11-15T08:00:00.000Z,2021-11-15T09:10:00.000Z,NA,0,Sole,2,N,Other Tangle Net,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9a03974a-5d22-4e3d-a825-7fd0a1709580,D00ADAC65BF54888A2282D0AB1AAD105,2021-11-15T13:49:13.210Z
FM000003,2021-09-12T00:00:00.000Z,FM000003,2021-09-12T00:00:00.000Z,4.0,,FM000003,2021-09-12T00:00:00.000Z,NA,1899-12-30T00:00:00.000Z,NA,0,2021-09-12T06:00:00.000Z,2021-09-12T13:00:00.000Z,NA,0,Bass,4,N,Handlining,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3ad53b72-2fdc-45df-a1ed-fb2389de6048,EE3D9683CA2049C3B71B8821D16EDE17,2021-09-12T13:18:01.590Z
FM000003,2021-09-12T00:00:00.000Z,FM000003,2021-09-12T00:00:00.000Z,4.0,,FM000003,2021-09-11T00:00:00.000Z,NA,1899-12-30T00:00:00.000Z,NA,0,2021-09-11T06:00:00.000Z,2021-09-11T12:00:00.000Z,NA,0,Bass,7,N,Handlining,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910120ec-a6ea-4e95-bc82-cd6fbbda66da,ABDA275ECC2F4D3AAF50D4B43B2BCB73,2021-09-12T13:18:01.083Z
FM000002,2021-09-14T00:00:00.000Z,FM000002,2021-09-14T00:00:00.000Z,4.0,,FM000002,2021-09-14T04:32:32.589Z,"50.2857233333333,-4.65282833333333",2021-09-14T04:38:20.576Z,"50.28514,-4.656615",30,2021-09-14T09:00:00.000Z,2021-09-14T09:10:00.000Z,NA,0,Mackerel,50,N,MO1,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4421230d-58a6-4c74-a37a-aa6c0f6b2b87,EEB1B932F1DF468FA45B9D7CFD205880,2021-09-14T12:20:18.782Z
FM000002,2021-09-14T00:00:00.000Z,FM000002,2021-09-14T00:00:00.000Z,4.0,,FM000002,2021-09-14T00:00:00.000Z,NA,1899-12-30T00:00:00.000Z,NA,0,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,NA,NA,NA,N,,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604bc71b-07de-4e92-b8b6-bdd6270a262d,651D21BB408E4603B28A6E711674B710,2021-09-14T12:20:20.400Z
FM000002,2021-09-14T00:00:00.000Z,FM000002,2021-09-14T00:00:00.000Z,4.0,,FM000002,2021-09-14T04:08:59.665Z,"50.2900316666667,-4.66642",2021-09-14T04:13:52.990Z,"50.2876166666667,-4.66746",23,2021-09-14T08:00:00.000Z,2021-09-14T08:09:00.000Z,NA,0,Mackerel,20,N,MO1,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cb119b8-beea-4a1c-a628-09941c094a73,33D7D3BF13064D0EBDAF05AECEA394BF,2021-09-14T12:20:18.196Z
FM000002,2021-09-14T00:00:00.000Z,FM000002,2021-09-14T00:00:00.000Z,4.0,,FM000002,2021-09-14T05:11:41.629Z,"50.2774,-4.65322",2021-09-14T05:19:36.273Z,"50.2789633333333,-4.65666",35,2021-09-14T10:50:00.000Z,2021-09-14T11:00:00.000Z,NA,0,Mackerel,20,N,MO1,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eac160f1-c354-44d2-87da-8169a97fa2ce,72F3AD1C4B184BEFAD59C50D09C92D76,2021-09-14T12:20:19.743Z
FM000002,2021-09-14T00:00:00.000Z,FM000002,2021-09-14T00:00:00.000Z,4.0,,FM000002,2021-09-14T04:45:38.504Z,"50.2846966666667,-4.65463666666667",2021-09-14T04:52:51.766Z,"50.28351,-4.65874",30,2021-09-14T09:55:00.000Z,2021-09-14T10:04:00.000Z,NA,0,Red Mullet,15,N,MO1,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cf808f2c-9254-4eb5-9eb5-dadb75a54406,CDCB08F73EE34FEBA8A145B87CF6F5C1,2021-09-14T12:20:19.217Z
FM000002,2021-09-14T00:00:00.000Z,FM000002,2021-09-14T00:00:00.000Z,4.0,,FM000002,2021-09-14T03:52:20.408Z,"50.29319,-4.671945",2021-09-14T03:57:01.346Z,"50.2924533333333,-4.675415",22,2021-09-14T06:55:00.000Z,2021-09-14T07:05:00.000Z,NA,0,Mackerel,17,N,MO1,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16545e01-a6ef-4fcf-a25e-9be0ffb59243,1831B16AAB8148E9AC50FC424B45AF0A,2021-09-14T12:20:14.875Z
FM000005,2021-11-20T00:00:00.000Z,FM000005,2021-11-20T00:00:00.000Z,4.0,,FM000005,2021-11-20T04:00:00.000Z,"50.2772341559117,-4.77842936827442",2021-11-20T04:05:00.000Z,"50.2761815710504,-4.77477267083109",20,2021-11-20T07:00:00.000Z,2021-11-20T08:00:00.000Z,NA,0,Mackerel,33,N,Other Gill Net,,,,N,NA,N,No pingers,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,f7bc8748-258d-40d5-a5d2-64e25c71c92b,16954900EC49EC11B131CDE51C12173E,2021-11-20T10:30:40.142Z
FM000002,2021-05-26T00:00:00.000Z,FM000002,2021-05-26T00:00:00.000Z,4.0,,FM000002,2021-05-26T04:16:24.413Z,"50.2947083333333,-4.75971333333333",2021-05-26T04:23:05.237Z,"50.296305,-4.755805",16,2021-05-26T05:55:00.000Z,2021-05-26T06:00:00.000Z,NA,0,Mackerel,2,N,MA2,,,,Y,No devices (control),N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8a89f432-8ca0-4607-8541-56e3e3362ad3,2CF03D3BB1ED41618AA3119A5106842D,2021-05-26T06:31:21.072Z
FM000002,2021-05-26T00:00:00.000Z,FM000002,2021-05-26T00:00:00.000Z,4.0,,FM000002,2021-05-26T03:57:14.008Z,"50.29356,-4.75150666666667",2021-05-26T04:02:44.603Z,"50.2915766666667,-4.75348",20,2021-05-26T06:25:00.000Z,2021-05-26T06:30:00.000Z,NA,0,Mackerel,3,N,MA2,,,,Y,No devices (control),N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a8dbf6bf-d69e-41a0-a8ae-dc4749683a8c,DAF7F2FB008141519F75A1E33F5B7A2B,2021-05-26T06:31:20.543Z
FM000002,2021-05-26T00:00:00.000Z,FM000002,2021-05-26T00:00:00.000Z,4.0,,FM000002,2021-05-26T04:09:47.684Z,"50.29159,-4.76234166666667",2021-05-26T04:13:45.265Z,"50.293395,-4.76062",16,2021-05-26T05:30:00.000Z,2021-05-26T05:36:00.000Z,NA,0,Whiting,10,N,Other Gill Net,,,,Y,No devices (control),N,Mac7,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2ab4b650-79ef-4f5a-8f7c-9d5c7421912d,7739B4A3BAC14DA6A3186B5BB104B955,2021-05-26T06:31:20.812Z
FM000002,2021-05-26T00:00:00.000Z,FM000002,2021-05-26T00:00:00.000Z,4.0,,FM000002,2021-05-26T03:39:29.151Z,"50.2905,-4.75752166666667",2021-05-26T03:46:38.639Z,"50.2886316666667,-4.76031333333333",20,2021-05-26T07:00:00.000Z,2021-05-26T07:05:00.000Z,NA,0,Mackerel,4,N,Other Gill Net,,,,Y,Lights & Pingers,N,Mac7,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8d102b38-6e36-48cb-a512-ab72fde241e2,C235928E8A984F18956C01121ED83E45,2021-05-26T06:31:19.312Z
FM000003,2021-11-06T00:00:00.000Z,FM000003,2021-11-06T00:00:00.000Z,4.0,,FM000003,2021-11-06T00:00:00.000Z,NA,1899-12-30T00:00:00.000Z,NA,0,2021-11-06T06:15:00.000Z,2021-11-06T09:30:00.000Z,NA,0,Mackerel,20,N,Handlining,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,f1bd636d-9264-4db5-bdd3-679ac83df7df,D35DF91D53374C8FB651C24A4B709DED,2021-11-06T11:43:59.084Z
FM000002,2022-02-08T00:00:00.000Z,FM000002,2022-02-08T00:00:00.000Z,4.0,,FM000002,2022-02-08T06:15:23.654Z,"50.24217,-4.78104666666667",2022-02-08T06:43:18.301Z,"50.244655,-4.77928",10,2022-02-08T08:25:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Mackerel,3,N,Other Gill Net,,,,Y,Pingers,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2c870c97-12fa-4939-8df6-7de50676f4a1,B0D65A800BB04CEC8B9DD41E97AE0C05,2022-02-08T09:04:03.889Z
FM000002,2022-02-08T00:00:00.000Z,FM000002,2022-02-08T00:00:00.000Z,4.0,,FM000002,2022-02-08T05:59:31.444Z,"50.2384333333333,-4.78097333333333",2022-02-08T06:04:31.990Z,"50.2406666666667,-4.780485",9,2022-02-08T07:55:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Mackerel,2,N,Other Gill Net,,,,Y,No devices (control),N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1615f553-fd3d-44b3-a616-eadd9285569f,497A377E490D4B5D8CC2EEAE4DECFA14,2022-02-08T09:04:03.544Z
FM000002,2022-02-08T00:00:00.000Z,FM000002,2022-02-08T00:00:00.000Z,4.0,,FM000002,2022-02-08T05:48:09.256Z,"50.2401033333333,-4.78353333333333",2022-02-08T05:56:15.423Z,"50.2387933333333,-4.78110666666667",8,2022-02-08T07:35:00.000Z,1899-12-30T00:00:00.000Z,NA,0,,5,N,Other Gill Net,,,,Y,Pingers,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b1025412-a6c6-4d9e-9ad7-0f485b01cdde,57834ACB46E04D47B2DF5AC15F9484A8,2022-02-08T09:04:00.958Z
FM000003,2021-12-12T00:00:00.000Z,FM000003,2021-12-12T00:00:00.000Z,4.0,,FM000003,2021-12-12T06:24:33.423Z,"50.2745366666667,-4.77959666666667",2021-12-12T06:27:37.959Z,"50.273495,-4.77526166666667",14,2021-12-12T07:40:00.000Z,2021-12-12T08:10:00.000Z,NA,0,Mackerel,16,N,MA4,,,,Y,No devices (control),N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fa3b9af3-6597-4961-b107-5e004aa85b93,BA864FF5121A4B75AC4C6C3E82C9D077,2021-12-12T10:53:21.498Z
FM000003,2021-12-12T00:00:00.000Z,FM000003,2021-12-12T00:00:00.000Z,4.0,,FM000003,2021-12-12T06:35:33.299Z,"50.289304,-4.7844842",2021-12-12T06:38:21.412Z,"50.2849266666667,-4.77493333333333",8,2021-12-12T08:15:00.000Z,2021-12-12T08:50:00.000Z,NA,0,Mackerel,5,N,MA4,,,,Y,Lights & Pingers,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e2646c4e-a02d-416d-8c98-7bda3843ab43,C54D7B7840D1419780E0A8C724067FEE,2021-12-12T10:53:22.395Z
FM000002,2021-05-23T00:00:00.000Z,FM000002,2021-05-23T00:00:00.000Z,4.0,,FM000002,2021-05-23T03:59:46.590Z,"50.2626883333333,-4.77753333333333",2021-05-23T04:04:24.429Z,"50.2636033333333,-4.77442333333333",16,2021-05-23T05:40:00.000Z,2021-05-23T05:45:00.000Z,NA,0,Mackerel,4,N,MA2,,,,Y,No devices (control),N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1ed52565-2db6-441c-b95a-026f5ddc84b4,F55518F3C0C14F6795B6B0189A0B77C5,2021-05-23T05:38:55.626Z
FM000002,2021-05-23T00:00:00.000Z,FM000002,2021-05-23T00:00:00.000Z,4.0,,FM000002,2021-05-23T03:51:05.989Z,"50.262685,-4.78132833333333",2021-05-23T03:56:43.049Z,"50.2633716666667,-4.77761833333333",12,2021-05-23T05:20:00.000Z,2021-05-23T05:25:00.000Z,NA,0,Mackerel,1,N,MA2,,,,Y,No devices (control),N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,f56bd8d8-ecf6-4309-bbbb-047fec402cc5,954AD97ADECD413397274A67244BAC32,2021-05-23T05:38:51.341Z
FM000002,2021-05-23T00:00:00.000Z,FM000002,2021-05-23T00:00:00.000Z,4.0,,FM000002,2021-05-23T04:19:09.094Z,"50.267745,-4.77999333333333",2021-05-23T04:24:21.152Z,"50.2684266666667,-4.77631666666667",13,2021-05-23T06:10:00.000Z,2021-05-23T06:14:00.000Z,NA,0,Mackerel,1,N,Other Gill Net,,,,Y,Lights & Pingers,N,Mac7,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5612f816-6d7b-4fd7-ac7b-f85a384c7866,9E9DBBBDCCD341FAA8691A57C8DCA92D,2021-05-23T05:38:55.925Z
FM000002,2021-08-17T00:00:00.000Z,FM000002,2021-08-17T00:00:00.000Z,4.0,,FM000002,2021-08-17T05:15:12.096Z,"50.23934,-4.78293833333333",2021-08-17T05:18:59.392Z,"50.2384316666667,-4.78047333333333",8,2021-08-17T09:52:00.000Z,2021-08-17T10:00:00.000Z,NA,0,Red Mullet,5,N,MO1,,,,Y,No devices (control),N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aeca388d-9d1f-44dd-8d69-17f3d1a83965,687C71A5119B45D9B4EE4E7467265EBA,2021-08-17T10:25:37.323Z
FM000002,2021-08-17T00:00:00.000Z,FM000002,2021-08-17T00:00:00.000Z,4.0,,FM000002,2021-08-17T04:56:52.872Z,"50.2334133333333,-4.77708833333333",2021-08-17T05:00:43.657Z,"50.2322966666667,-4.77437666666667",19,2021-08-17T08:30:00.000Z,2021-08-17T08:40:00.000Z,NA,0,Mackerel,20,N,MO1,,,,Y,No devices (control),N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0d9ffc61-9f41-490c-80e2-8290a10d78a5,AADD4220E8584FC1BBD3981456720348,2021-08-17T10:25:36.916Z
FM000002,2021-08-17T00:00:00.000Z,FM000002,2021-08-17T00:00:00.000Z,4.0,,FM000002,2021-08-17T04:47:22.046Z,"50.2431358,-4.7956823",2021-08-17T04:50:00.000Z,"50.2339680770786,-4.78175338357687",0,2021-08-17T09:00:00.000Z,2021-08-17T09:10:00.000Z,NA,0,Mackerel,5,N,MO1,,,,Y,Lights,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,f40302f0-c224-4c2d-bdbf-a2836355c25b,CBC1E7F388A8447292C0C68AEB061109,2021-08-17T10:25:36.237Z
FM000002,2021-08-17T00:00:00.000Z,FM000002,2021-08-17T00:00:00.000Z,4.0,,FM000002,2021-08-17T04:25:57.901Z,"50.22319,-4.789525",2021-08-17T04:32:09.502Z,"50.222195,-4.786275",20,2021-08-17T07:45:00.000Z,2021-08-17T07:55:00.000Z,NA,0,Mackerel,60,N,MO1,,,,Y,No devices (control),N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6821541e-575c-48ae-84a5-a09f25733a7b,E51BCB2BFB4A4CDA806796E02FEE7F23,2021-08-17T10:25:35.764Z
