"_id.Fisher ID",_id.reportDate,reportName,reportDate,group,category,Fisher ID,Shoot Start,Shoot Start Location,Shoot Finish,Shoot Finish Location,Shot Depth (m),Haul Start,Haul End,Comments (Catch),Main Species Index,Main Species,Main Catch Weight (kg),Record Bycatch (Y/N),Fishing Gear,Bait Used,No Hooks,Line Length (m),Mitigation Study,Mitigation type,Fisher Sampling (Y/N),Comments,Bycatch Index,Bycatch Species,Individual / Group,Sex,Alive Count,Dead Count,Retained Count,Total Alive Weight (kg),Total Dead Weight (kg),Total Retained Weight (Kg),Photo (First),Sampled Species Index,Sampled Species,Number of Individuals,Length Category,Sex (Sampled Species),Comments (Sampled Species),AST Correlation ID,APP Correlation ID,Uploaded Date
FM000023,2021-11-15T00:00:00.000Z,FM000023,2021-11-15T00:00:00.000Z,1.0,LINES,FM000023,2021-11-15T07:00:00.000Z,"50.3239524414054,-4.68670766669372",2021-11-15T10:30:00.000Z,"50.2770622317104,-4.77706263506399",15,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Mackerel,140,N,Hook & Line,,50,0,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09032e76-e1e1-47f8-abd9-993b275e4486,082BC7590446EC11AEF2C13831CEA4BA,2021-11-15T11:10:25.651Z
FM000016,2021-08-09T00:00:00.000Z,FM000016,2021-08-09T00:00:00.000Z,1.0,LINES,FM000016,2021-08-09T00:00:00.000Z,"50.3125629501943,-4.68023243855851",1899-12-30T00:00:00.000Z,"50.3112596242888,-4.67248261007462",6,1899-12-30T00:00:00.000Z,2021-08-09T19:00:00.000Z,NA,0,Bass,1,Y,Hook & Line,lure,10,50,N,NA,N,NA,0,,Group,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aabbc26c-ebe3-4f78-a33c-d1812b1d650a,B86CE02444F9EB11B4F00B7D5D2BCB73,2021-08-09T19:05:02.096Z
FM000016,2021-08-09T00:00:00.000Z,FM000016,2021-08-09T00:00:00.000Z,1.0,LINES,FM000016,2021-08-09T00:00:00.000Z,"50.3125629501943,-4.68023243855851",1899-12-30T00:00:00.000Z,"50.3112596242888,-4.67248261007462",6,1899-12-30T00:00:00.000Z,2021-08-09T19:00:00.000Z,NA,0,Bass,1,Y,Hook & Line,lure,10,50,N,NA,N,NA,1,,Group,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aabbc26c-ebe3-4f78-a33c-d1812b1d650a,B86CE02444F9EB11B4F00B7D5D2BCB73,2021-08-09T19:05:02.096Z
FM000016,2021-08-09T00:00:00.000Z,FM000016,2021-08-09T00:00:00.000Z,1.0,LINES,FM000016,2021-08-09T00:00:00.000Z,"50.3125629501943,-4.68023243855851",1899-12-30T00:00:00.000Z,"50.3112596242888,-4.67248261007462",6,1899-12-30T00:00:00.000Z,2021-08-09T19:00:00.000Z,NA,0,Bass,1,Y,Hook & Line,lure,10,50,N,NA,N,NA,2,Northern Gannet,Individual,Unknown,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aabbc26c-ebe3-4f78-a33c-d1812b1d650a,B86CE02444F9EB11B4F00B7D5D2BCB73,2021-08-09T19:05:02.096Z
FM000016,2021-08-09T00:00:00.000Z,FM000016,2021-08-09T00:00:00.000Z,1.0,LINES,FM000016,2021-07-09T17:20:00.000Z,"50.3120138869614,-4.67070059462356",2021-07-09T19:45:00.000Z,"50.3403083616135,-4.70534414414678",4,2021-07-09T17:20:00.000Z,2021-07-09T19:45:00.000Z,NA,0,Bass,6,N,Hook & Line,lures,10,40,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,de8dbb5c-a756-47a9-943a-37255a269de0,A09306A9F8E0EB11BFF7B13DB2A7440A,2021-08-09T19:05:01.007Z
FM000023,2021-10-24T00:00:00.000Z,FM000023,2021-10-24T00:00:00.000Z,1.0,LINES,FM000023,2021-10-24T00:00:00.000Z,"50.2710034528076,-4.77778877284284",2021-10-23T10:00:00.000Z,"50.2770730446648,-4.77711973778247",15,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Mackerel,375,N,Hook & Line,,50,0,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3f163b9b-fb09-4bec-b639-867542e42e07,401413688B34EC11B0AB25C988D93299,2021-10-24T05:31:53.448Z
FM000023,2021-06-17T00:00:00.000Z,FM000023,2021-06-17T00:00:00.000Z,1.0,LINES,FM000023,2021-06-14T00:00:00.000Z,"50.2639680068926,-4.71238687217118",2021-06-14T14:30:00.000Z,"50.2984221748942,-4.56606717955592",45,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Bass,38,N,Handline,lure,10,20,N,NA,N,3 lines with one lure on each,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4da634d0-cb71-497f-bf04-c6fd156db796,FE082E7197CFEB1189250D62791748CC,2021-06-17T18:14:41.106Z
FM000023,2021-06-17T00:00:00.000Z,FM000023,2021-06-17T00:00:00.000Z,1.0,LINES,FM000023,2021-06-16T06:30:00.000Z,"50.2460099018736,-4.74632786146592",2021-06-16T10:00:00.000Z,"50.2954984991751,-4.62098148498391",50,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Bass,6,N,Handline,lure,10,20,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402f892f-6aaf-4239-b427-f2abe952697a,0EB1D96E3BCFEB11B896F9148EB99B15,2021-06-17T18:14:39.155Z
FM000016,2021-11-02T00:00:00.000Z,FM000016,2021-11-02T00:00:00.000Z,1.0,LINES,FM000016,2021-11-01T11:00:00.000Z,"50.3267104347244,-4.64600533298486",2021-11-01T16:00:00.000Z,"50.3267190441469,-4.64830556231907",10,2021-11-01T11:00:00.000Z,2021-11-01T16:00:00.000Z,NA,0,Bass,50,N,Pole & Line,lures,10,50,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,022a603c-92a7-4424-8d3e-f1f0a3a2c201,98D02CFD243CEC1192B39F09774DC6B3,2021-11-02T21:46:04.357Z
FM000023,2021-10-31T00:00:00.000Z,FM000023,2021-10-31T00:00:00.000Z,1.0,LINES,FM000023,2021-10-31T06:30:00.000Z,"50.2603358195695,-4.77321442625885",2021-10-31T08:30:00.000Z,NA,14,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Mackerel,220,N,,,50,0,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855c5f3d-72dc-4cd9-b042-45ad249e9fc6,FE784C35433AEC11B45401E2A9FCC892,2021-10-31T12:09:17.889Z
FM000023,2021-10-11T00:00:00.000Z,FM000023,2021-10-11T00:00:00.000Z,1.0,LINES,FM000023,2021-10-11T16:55:48.452Z,"50.3355070485637,-4.69401385765039",1899-12-30T00:00:00.000Z,"50.3263996665433,-4.6944682890185",14,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Mackerel,0,N,Hook & Line,,50,0,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c790655a-82de-43c9-aa6c-ee6800fd77be,849237B1AB2AEC118689FF0C23594D2A,2021-10-11T15:57:47.987Z
FM000023,2021-09-09T00:00:00.000Z,FM000023,2021-09-09T00:00:00.000Z,1.0,LINES,FM000023,2021-09-09T08:00:00.000Z,"50.2179947206738,-4.79716990968829",2021-09-09T16:00:00.000Z,"50.2144650341529,-4.80208514446037",15,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Bass,12,N,Handline,lure,10,20,N,NA,N,Only 3 hooks but not an option,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49b6e0e9-28f5-44eb-b7c1-5cdac8777ade,9867F2358811EC1181A49D43E158C668,2021-09-09T16:12:14.929Z
FM000016,2021-09-12T00:00:00.000Z,FM000016,2021-09-12T00:00:00.000Z,1.0,LINES,FM000016,2021-09-08T17:30:00.000Z,"50.2204938611961,-4.79589535235048",2021-09-08T20:00:00.000Z,"50.2176881531618,-4.79830673395017",20,2021-09-08T17:30:00.000Z,2021-09-08T20:00:00.000Z,NA,0,Bass,14,N,Pole & Line,lure,10,50,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40395122-173a-40ed-9cdd-f9a258d4a1ea,2ED9E6FA3813EC1189F1890D8342CA18,2021-09-12T05:47:27.581Z
FM000016,2021-09-12T00:00:00.000Z,FM000016,2021-09-12T00:00:00.000Z,1.0,LINES,FM000016,2021-09-06T17:00:00.000Z,"50.2209688937738,-4.79367994045407",2021-09-06T20:00:00.000Z,"50.2205576829623,-4.79698527704226",18,2021-09-06T17:00:00.000Z,2021-09-06T20:00:00.000Z,NA,0,,0,N,Hook & Line,lures,10,50,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283b201c-2b9f-4761-a0a9-5da5cc6da04a,DC24A0E14413EC1189F1890D8342CA18,2021-09-12T05:47:30.629Z
FM000016,2021-07-08T00:00:00.000Z,FM000016,2021-07-08T00:00:00.000Z,1.0,LINES,FM000016,2021-07-07T16:30:00.000Z,"50.3118208761698,-4.67138748506011",2021-07-07T19:30:00.000Z,"50.3111122085864,-4.67720022189752",7,2021-07-07T16:30:00.000Z,2021-07-07T19:30:00.000Z,Observed a pod of dolphins as i was steaming back in to port,0,Bass,14,N,Hook & Line,lures,10,0,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a9a1fc1d-5f72-40bd-8214-7962e197d730,66FA0E6E69DFEB11BBFE2F6C17A99040,2021-07-08T08:19:32.578Z
FM000016,2021-10-05T00:00:00.000Z,FM000016,2021-10-05T00:00:00.000Z,1.0,LINES,FM000016,2021-10-02T16:00:00.000Z,"50.3257521484148,-4.64590624102947",2021-10-02T18:00:00.000Z,NA,15,2021-10-02T16:00:00.000Z,2021-10-02T18:00:00.000Z,NA,0,Bass,9,N,Hook & Line,lures,10,50,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2ddfe159-7581-4196-96e9-7b7ba9b2bce3,4A52DF0A1A26EC119D8D0D585FE5AFD4,2021-10-05T20:25:02.834Z
FM000023,2021-11-08T00:00:00.000Z,FM000023,2021-11-08T00:00:00.000Z,1.0,LINES,FM000023,2021-11-07T00:00:00.000Z,"50.123769544986,-5.08528126722896",1899-12-30T00:00:00.000Z,"50.1981700835406,-4.92875900829606",15,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Mackerel,180,N,Hook & Line,,50,0,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a32dc6d8-a52a-4901-8a5e-a7881ee88bb8,C66D59EF5440EC119B8B375E0D09CD39,2021-11-08T05:31:55.828Z
FM000023,2021-10-13T00:00:00.000Z,FM000023,2021-10-13T00:00:00.000Z,1.0,LINES,FM000023,2021-10-13T00:00:00.000Z,"50.3309602914681,-4.69430064316512",2021-10-13T08:30:00.000Z,"50.2745929209875,-4.78033971776656",16,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Mackerel,230,N,Hook & Line,,50,0,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25426b6e-f696-466e-b9b4-2b8ea8cb07c6,3C4B661D3F2CEC11B3EE21D04ECD9AA7,2021-10-13T16:05:14.789Z
FM000023,2021-09-22T00:00:00.000Z,FM000023,2021-09-22T00:00:00.000Z,1.0,LINES,FM000023,2021-09-22T15:30:00.000Z,"50.2175398794017,-4.79656861050668",2021-09-22T19:55:03.443Z,"50.2090433643905,-4.79933056158047",15,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Bass,10,N,Handline,lure,10,20,N,NA,N,Only 3 hooks used,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2c4b049d-e42a-427d-8727-e008bb39c4af,B61EA582D61BEC11B921690C31A7D60C,2021-09-22T18:56:50.091Z
FM000023,2021-10-30T00:00:00.000Z,FM000023,2021-10-30T00:00:00.000Z,1.0,LINES,FM000023,2021-10-30T07:15:00.000Z,"50.2712146343621,-4.77827925105746",2021-10-30T09:45:00.000Z,"50.2585271394582,-4.76870751563016",12,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Mackerel,170,N,,,50,0,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222592ae-ce90-49fa-ba99-f66c253f34c7,F4CE3BA07539EC11962ECD911A28EE68,2021-10-30T11:37:54.983Z
FM000023,2021-10-12T00:00:00.000Z,FM000023,2021-10-12T00:00:00.000Z,1.0,LINES,FM000023,2021-10-12T00:00:00.000Z,"50.3340510684738,-4.69046278381865",2021-10-12T15:33:53.076Z,"50.3132473368981,-4.76013963312139",15,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Mackerel,110,N,Hook & Line,,50,0,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75db2608-c761-42bf-b42a-077a8ecc5edc,9EEC8855692BEC1199FFAF91A2FC99EF,2021-10-12T14:35:04.577Z
FM000023,2021-11-04T00:00:00.000Z,FM000023,2021-11-04T00:00:00.000Z,1.0,LINES,FM000023,2021-11-03T06:30:00.000Z,"50.1259702097416,-5.08172714813713",2021-11-04T09:30:00.000Z,"50.1377711147385,-5.03002086532789",0,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Mackerel,550,N,Handline,,50,0,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fd9a0c7c-c477-447e-bd39-a19acfa2f471,D8C3AB7A263DEC11B7885F6AC2363192,2021-11-04T04:21:45.791Z
FM000023,2021-09-14T00:00:00.000Z,FM000023,2021-09-14T00:00:00.000Z,1.0,LINES,FM000023,2021-09-14T16:30:00.000Z,"50.2182348366257,-4.79888382934291",2021-09-14T20:30:00.000Z,"50.2119378144514,-4.79806994170624",15,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Bass,24,N,Handline,lure,10,20,N,NA,N,Only 3 hooks,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6bd08609-0b86-4ff3-b038-e1c6b845c070,6C545CFF9915EC11AAD5C36EB711C262,2021-09-14T20:28:40.377Z
FM000016,2021-09-13T00:00:00.000Z,FM000016,2021-09-13T00:00:00.000Z,1.0,LINES,FM000016,2021-09-12T18:30:00.000Z,"50.2114709827129,-4.79684710976851",2021-09-12T20:00:00.000Z,"50.2219182685821,-4.79421652130018",20,2021-09-12T18:30:00.000Z,2021-09-12T20:00:00.000Z,NA,0,Pollack,9,N,Hook & Line,lure,10,40,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fe3acc10-822f-4f66-b4bd-9b1d54bb183b,36D9902C5414EC11A4FDE177956FC3AD,2021-09-13T05:37:10.682Z
FM000016,2021-05-02T00:00:00.000Z,FM000016,2021-05-02T00:00:00.000Z,1.0,LINES,FM000016,2021-05-02T18:45:00.000Z,"50.3080090053438,-4.67838343725468",2021-05-02T21:31:10.403Z,"50.3081204191705,-4.68132354579741",15,2021-05-02T19:00:00.000Z,2021-05-02T21:33:00.641Z,NA,0,Pollack,14,N,Hook & Line,Lures,10,0,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90922d4d-11ba-41a7-9765-ed813bbc4553,D0B8173285ABEB11B97EA1D37D91F053,2021-05-02T20:34:36.722Z
FM000016,2021-09-20T00:00:00.000Z,FM000016,2021-09-20T00:00:00.000Z,1.0,LINES,FM000016,2021-09-19T15:00:00.000Z,"50.2210097211562,-4.79507182528421",2021-09-19T19:15:00.000Z,"50.2162184261891,-4.79947801936742",20,2021-09-19T15:00:00.000Z,2021-09-19T19:15:00.000Z,NA,0,Bass,30,N,Hook & Line,lures,10,50,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fc8e8049-be9e-4f15-b6fb-1845d87652cb,8E1F62C1DB19EC11A211E12D49C86833,2021-09-20T06:29:47.613Z
FM000023,2021-10-25T00:00:00.000Z,FM000023,2021-10-25T00:00:00.000Z,1.0,LINES,FM000023,2021-10-24T07:30:00.000Z,"50.2709622092699,-4.77837493602965",2021-10-24T10:00:00.000Z,"50.2621491543741,-4.78054560457602",0,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Mackerel,325,N,,,50,10,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4cc0c18d-c8c9-4a0f-ba76-6680a8865db7,4CB018524D35EC119EE9E56596346A9B,2021-10-25T04:40:22.429Z
FM000023,2021-10-27T00:00:00.000Z,FM000023,2021-10-27T00:00:00.000Z,1.0,LINES,FM000023,2021-10-27T07:30:00.000Z,NA,2021-10-27T09:00:00.000Z,NA,16,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Mackerel,50,N,,,50,0,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6c035a0e-3282-4354-8b9d-6800376d8f0b,96288C151637EC118FD333FCB9B89E07,2021-10-27T11:08:34.411Z
FM000005,2021-11-24T00:00:00.000Z,FM000005,2021-11-24T00:00:00.000Z,4.0,,FM000005,2021-11-24T04:00:00.000Z,"50.3351868067097,-4.69115623485018",2021-11-24T04:10:00.000Z,"50.3325437422733,-4.69339202955274",8,2021-11-24T07:00:00.000Z,2021-11-24T07:30:00.000Z,NA,0,Mackerel,140,N,Other Gill Net,,,,N,NA,N,Mac nets no pingers,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7764a05f-449a-4b7b-a3ba-6e6b8c90be90,90F15F7C434DEC11A1EB417A0AAF0B87,2021-11-24T16:29:54.230Z
FM000003,2021-10-13T00:00:00.000Z,FM000003,2021-10-13T00:00:00.000Z,4.0,,FM000003,2021-10-13T00:00:00.000Z,NA,1899-12-30T00:00:00.000Z,NA,0,2021-10-13T06:15:00.000Z,2021-10-13T09:00:00.000Z,NA,0,Mackerel,300,N,Handlining,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e77ef85a-efb3-4d22-b6c4-b4051f4a2b72,06606BD01FD54D17AAA3514BFFE2C45E,2021-10-13T13:49:44.861Z
FM000003,2021-08-17T00:00:00.000Z,FM000003,2021-08-17T00:00:00.000Z,4.0,,FM000003,2021-08-17T05:06:06.998Z,"50.276595,-4.775655",2021-08-17T05:08:48.629Z,"50.2751383333333,-4.771655",17,2021-08-17T06:40:00.000Z,2021-08-17T07:15:00.000Z,NA,0,Mackerel,18,N,MA4,,,,Y,No devices (control),N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589e3140-0ad0-433a-a421-c64d48328884,77D4AE6314F544BDB5D3CCDBA4537316,2021-08-17T15:47:29.252Z
FM000003,2021-08-17T00:00:00.000Z,FM000003,2021-08-17T00:00:00.000Z,4.0,,FM000003,2021-08-17T04:58:32.447Z,"50.2708016666667,-4.77686833333333",2021-08-17T05:00:46.479Z,"50.2704683333333,-4.772895",16,2021-08-17T06:00:00.000Z,2021-08-17T06:40:00.000Z,NA,0,Mackerel,6,N,MA4,,,,Y,Lights & Pingers,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6eee3648-4644-4f8d-b9db-d564f40903f6,0BDEB47F3EC44580B58DBF74246F3609,2021-08-17T15:47:28.992Z
FM000002,2021-11-29T00:00:00.000Z,FM000002,2021-11-29T00:00:00.000Z,4.0,,FM000002,2021-11-28T12:03:54.055Z,"50.2287133333333,-4.82827833333333",2021-11-28T12:14:07.111Z,"50.2362881,-4.8207948",20,2021-11-29T08:10:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Sole,2,N,Other Tangle Net,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b046297f-a16b-4de1-8dc6-73f038fe0dbc,5837A235FDAB434984F904DA73F8C79E,2021-11-29T13:32:24.949Z
FM000002,2021-11-29T00:00:00.000Z,FM000002,2021-11-29T00:00:00.000Z,4.0,,FM000002,2021-11-28T13:22:21.065Z,"50.20799,-4.89837333333333",2021-11-28T13:30:43.962Z,"50.210675,-4.896715",0,2021-11-29T11:15:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Sole,3,N,Other Tangle Net,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03220582-7872-4cc3-a68d-da23b9c6fcf4,437BAA517A484CF7876807CEBC220CB4,2021-11-29T13:32:26.167Z
FM000002,2021-11-29T00:00:00.000Z,FM000002,2021-11-29T00:00:00.000Z,4.0,,FM000002,2021-11-28T12:24:59.865Z,"50.2446228,-4.8376949",2021-11-28T12:39:04.698Z,"50.230015,-4.85422333333333",18,2021-11-29T09:15:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Sole,3,N,Other Tangle Net,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954841be-52ab-4ac3-b620-573af160fda4,974BBF3D8ECE474ABF32FB7F0677C742,2021-11-29T13:32:25.279Z
FM000002,2021-11-29T00:00:00.000Z,FM000002,2021-11-29T00:00:00.000Z,4.0,,FM000002,2021-11-29T00:00:00.000Z,NA,1899-12-30T00:00:00.000Z,NA,0,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,NA,NA,NA,N,,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9744e202-872e-41fa-874f-2013392b734c,E5D1FDAE9CD948C9AD629CB1BB3BFB45,2021-11-29T13:32:27.060Z
FM000002,2021-11-29T00:00:00.000Z,FM000002,2021-11-29T00:00:00.000Z,4.0,,FM000002,2021-11-28T12:48:40.487Z,"50.2314383333333,-4.86437666666667",2021-11-28T12:59:31.534Z,"50.2263233333333,-4.870085",10,2021-11-29T10:30:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Sole,2,N,Other Tangle Net,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54fec9b4-789b-48ff-8c9b-024fc253f289,A9834F8B768348A386B2636A9142963E,2021-11-29T13:32:25.883Z
FM000002,2021-11-29T00:00:00.000Z,FM000002,2021-11-29T00:00:00.000Z,4.0,,FM000002,2021-11-28T13:53:08.487Z,"50.2446228,-4.8376949",2021-11-28T14:00:13.745Z,"50.2446228,-4.8376949",18,2021-11-29T12:10:00.000Z,1899-12-30T00:00:00.000Z,NA,0,Sole,2,N,Other Tangle Net,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9028fec9-8b60-4e5c-9fc4-002bd50a3902,ED88BA7CDB824568AE017A0B2C4FA75D,2021-11-29T13:32:26.597Z
astadmin,2021-09-19T00:00:00.000Z,astadmin,2021-09-19T00:00:00.000Z,4.0,,astadmin,2021-07-22T00:00:00.000Z,NA,1899-12-30T00:00:00.000Z,NA,0,1899-12-30T00:00:00.000Z,1899-12-30T00:00:00.000Z,NA,NA,NA,NA,N,,,,,N,NA,N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609a0a2e-7636-4c5a-9140-c3b9e0aa7564,12B845ADDE7840168CFE218B40232EE1,2021-09-19T18:11:39.767Z
FM000002,2021-05-12T00:00:00.000Z,FM000002,2021-05-12T00:00:00.000Z,4.0,,FM000002,2021-05-12T04:15:00.000Z,"50.2618537558595,-4.77805394679308",2021-05-12T04:15:00.000Z,"50.2639923454439,-4.77987550199032",17,2021-05-12T06:50:00.000Z,2021-05-12T06:56:00.000Z,NA,0,Mackerel,5,N,MA2,,,,Y,No devices (control),N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419cfc76-de55-4154-82a0-38b436515970,605C94B167DA4F1BAB4344B5B7653F04,2021-05-12T07:01:55.073Z
FM000002,2021-05-12T00:00:00.000Z,FM000002,2021-05-12T00:00:00.000Z,4.0,,FM000002,2021-05-12T04:04:27.986Z,"50.2614483333333,-4.776275",2021-05-12T04:08:51.398Z,"50.263315,-4.774995",16,2021-05-12T05:25:00.000Z,2021-05-12T05:30:00.000Z,NA,0,Mackerel,8,N,MA2,,,,Y,No devices (control),N,NA,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c10eefba-cf18-4e68-8bc2-7ac8cc20d8ff,4BA36FEAD1D346418865FC8523130127,2021-05-12T07:01:52.853Z
FM000002,2021-05-12T00:00:00.000Z,FM000002,2021-05-12T00:00:00.000Z,4.0,,FM000002,2021-05-12T04:31:38.786Z,"50.2861616666667,-4.768755",2021-05-12T04:38:05.648Z,"50.2885066666667,-4.76806833333333",17,2021-05-12T05:50:00.000Z,2021-05-12T05:55:00.000Z,NA,0,Mackerel,1,N,Other Gill Net,,,,Y,No devices (control),N,Mac7,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e7e8661f-ebe0-451d-8590-7ffd00929d88,99900AA1A93241048C638C2712B9A2BC,2021-05-12T07:01:53.479Z
FM000002,2021-05-12T00:00:00.000Z,FM000002,2021-05-12T00:00:00.000Z,4.0,,FM000002,2021-05-12T04:51:20.158Z,"50.296295,-4.758545",2021-05-12T04:55:00.000Z,"50.2883920001964,-4.7780130431056",15,2021-05-12T06:30:00.000Z,2021-05-12T06:35:00.000Z,NA,0,Mackerel,5,N,Other Gill Net,,,,Y,Lights,N,Mac7,NA,NA,Group,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6356e3fd-0982-4410-b24d-ff26bdd455b7,F4824A66017D417BA003B7A2A071FDC4,2021-05-12T07:01:53.826Z
