"TL","month","year","source","fishingseason","Freq","wtMean"
23,"Dec",2020,"processor","2020-2021",1005,18.8593295484182
23.5,"Dec",2020,"processor","2020-2021",101,18.8593295484182
24,"Dec",2020,"processor","2020-2021",92,18.8593295484182
25,"Dec",2020,"processor","2020-2021",94,18.8593295484182
13.5,"Jan",2021,"processor","2020-2021",42,19.2188133727331
14.5,"Jan",2021,"processor","2020-2021",240,19.2188133727331
15,"Jan",2021,"processor","2020-2021",1712,19.2188133727331
15.5,"Jan",2021,"processor","2020-2021",3022,19.2188133727331
16,"Jan",2021,"processor","2020-2021",1510,19.2188133727331
16.5,"Jan",2021,"processor","2020-2021",2776,19.2188133727331
17,"Jan",2021,"processor","2020-2021",1476,19.2188133727331
17.5,"Jan",2021,"processor","2020-2021",6100,19.2188133727331
18,"Jan",2021,"processor","2020-2021",8663,19.2188133727331
18.5,"Jan",2021,"processor","2020-2021",15743,19.2188133727331
19,"Jan",2021,"processor","2020-2021",8974,19.2188133727331
19.5,"Jan",2021,"processor","2020-2021",10773,19.2188133727331
20,"Jan",2021,"processor","2020-2021",5811,19.2188133727331
20.5,"Jan",2021,"processor","2020-2021",4516,19.2188133727331
21,"Jan",2021,"processor","2020-2021",3395,19.2188133727331
21.5,"Jan",2021,"processor","2020-2021",2492,19.2188133727331
22,"Jan",2021,"processor","2020-2021",1012,19.2188133727331
22.5,"Jan",2021,"processor","2020-2021",169,19.2188133727331
23,"Jan",2021,"processor","2020-2021",353,19.2188133727331
23.5,"Jan",2021,"processor","2020-2021",189,19.2188133727331
15.5,"Jul",2021,"fisher","2021-2022",1,20.0326704545455
16,"Jul",2021,"fisher","2021-2022",1,20.0326704545455
16.5,"Jul",2021,"fisher","2021-2022",3,20.0326704545455
17,"Jul",2021,"fisher","2021-2022",4,20.0326704545455
17.5,"Jul",2021,"fisher","2021-2022",4,20.0326704545455
18,"Jul",2021,"fisher","2021-2022",6,20.0326704545455
18.5,"Jul",2021,"fisher","2021-2022",11,20.0326704545455
19,"Jul",2021,"fisher","2021-2022",45,20.0326704545455
19.5,"Jul",2021,"fisher","2021-2022",65,20.0326704545455
20,"Jul",2021,"fisher","2021-2022",76,20.0326704545455
20.5,"Jul",2021,"fisher","2021-2022",58,20.0326704545455
21,"Jul",2021,"fisher","2021-2022",30,20.0326704545455
21.5,"Jul",2021,"fisher","2021-2022",18,20.0326704545455
22,"Jul",2021,"fisher","2021-2022",16,20.0326704545455
22.5,"Jul",2021,"fisher","2021-2022",5,20.0326704545455
23,"Jul",2021,"fisher","2021-2022",7,20.0326704545455
23.5,"Jul",2021,"fisher","2021-2022",2,20.0326704545455
16,"Aug",2021,"fisher","2021-2022",4,20.1259445843829
16.5,"Aug",2021,"fisher","2021-2022",5,20.1259445843829
17,"Aug",2021,"fisher","2021-2022",5,20.1259445843829
17.5,"Aug",2021,"fisher","2021-2022",3,20.1259445843829
18,"Aug",2021,"fisher","2021-2022",10,20.1259445843829
18.5,"Aug",2021,"fisher","2021-2022",23,20.1259445843829
19,"Aug",2021,"fisher","2021-2022",43,20.1259445843829
19.5,"Aug",2021,"fisher","2021-2022",52,20.1259445843829
20,"Aug",2021,"fisher","2021-2022",78,20.1259445843829
20.5,"Aug",2021,"fisher","2021-2022",41,20.1259445843829
21,"Aug",2021,"fisher","2021-2022",53,20.1259445843829
21.5,"Aug",2021,"fisher","2021-2022",38,20.1259445843829
22,"Aug",2021,"fisher","2021-2022",24,20.1259445843829
22.5,"Aug",2021,"fisher","2021-2022",9,20.1259445843829
23,"Aug",2021,"fisher","2021-2022",6,20.1259445843829
23.5,"Aug",2021,"fisher","2021-2022",3,20.1259445843829
16.5,"Sep",2021,"fisher","2021-2022",4,20.3274336283186
17,"Sep",2021,"fisher","2021-2022",1,20.3274336283186
17.5,"Sep",2021,"fisher","2021-2022",3,20.3274336283186
18,"Sep",2021,"fisher","2021-2022",4,20.3274336283186
18.5,"Sep",2021,"fisher","2021-2022",15,20.3274336283186
19,"Sep",2021,"fisher","2021-2022",26,20.3274336283186
19.5,"Sep",2021,"fisher","2021-2022",23,20.3274336283186
20,"Sep",2021,"fisher","2021-2022",31,20.3274336283186
20.5,"Sep",2021,"fisher","2021-2022",27,20.3274336283186
21,"Sep",2021,"fisher","2021-2022",39,20.3274336283186
21.5,"Sep",2021,"fisher","2021-2022",16,20.3274336283186
22,"Sep",2021,"fisher","2021-2022",16,20.3274336283186
22.5,"Sep",2021,"fisher","2021-2022",14,20.3274336283186
23,"Sep",2021,"fisher","2021-2022",4,20.3274336283186
23.5,"Sep",2021,"fisher","2021-2022",2,20.3274336283186
24,"Sep",2021,"fisher","2021-2022",1,20.3274336283186
18.5,"Oct",2021,"fisher","2021-2022",1,20.6560846560847
19,"Oct",2021,"fisher","2021-2022",19,20.6560846560847
19.5,"Oct",2021,"fisher","2021-2022",27,20.6560846560847
20,"Oct",2021,"fisher","2021-2022",32,20.6560846560847
20.5,"Oct",2021,"fisher","2021-2022",32,20.6560846560847
21,"Oct",2021,"fisher","2021-2022",22,20.6560846560847
21.5,"Oct",2021,"fisher","2021-2022",17,20.6560846560847
22,"Oct",2021,"fisher","2021-2022",22,20.6560846560847
22.5,"Oct",2021,"fisher","2021-2022",8,20.6560846560847
23,"Oct",2021,"fisher","2021-2022",4,20.6560846560847
23.5,"Oct",2021,"fisher","2021-2022",3,20.6560846560847
24,"Oct",2021,"fisher","2021-2022",2,20.6560846560847
13.5,"Nov",2021,"fisher","2021-2022",2,19.422619047619
14,"Nov",2021,"fisher","2021-2022",1,19.422619047619
14.5,"Nov",2021,"fisher","2021-2022",2,19.422619047619
15,"Nov",2021,"fisher","2021-2022",3,19.422619047619
15.5,"Nov",2021,"fisher","2021-2022",1,19.422619047619
16,"Nov",2021,"fisher","2021-2022",4,19.422619047619
16.5,"Nov",2021,"fisher","2021-2022",7,19.422619047619
17,"Nov",2021,"fisher","2021-2022",10,19.422619047619
17.5,"Nov",2021,"fisher","2021-2022",16,19.422619047619
18,"Nov",2021,"fisher","2021-2022",15,19.422619047619
18.5,"Nov",2021,"fisher","2021-2022",26,19.422619047619
19,"Nov",2021,"fisher","2021-2022",43,19.422619047619
19.5,"Nov",2021,"fisher","2021-2022",50,19.422619047619
20,"Nov",2021,"fisher","2021-2022",57,19.422619047619
20.5,"Nov",2021,"fisher","2021-2022",38,19.422619047619
21,"Nov",2021,"fisher","2021-2022",32,19.422619047619
21.5,"Nov",2021,"fisher","2021-2022",15,19.422619047619
22,"Nov",2021,"fisher","2021-2022",11,19.422619047619
22.5,"Nov",2021,"fisher","2021-2022",3,19.422619047619
12.5,"Dec",2021,"fisher","2021-2022",2,18.7901554404145
13,"Dec",2021,"fisher","2021-2022",1,18.7901554404145
13.5,"Dec",2021,"fisher","2021-2022",3,18.7901554404145
14,"Dec",2021,"fisher","2021-2022",7,18.7901554404145
14.5,"Dec",2021,"fisher","2021-2022",7,18.7901554404145
15,"Dec",2021,"fisher","2021-2022",7,18.7901554404145
15.5,"Dec",2021,"fisher","2021-2022",6,18.7901554404145
16,"Dec",2021,"fisher","2021-2022",10,18.7901554404145
16.5,"Dec",2021,"fisher","2021-2022",11,18.7901554404145
17,"Dec",2021,"fisher","2021-2022",26,18.7901554404145
17.5,"Dec",2021,"fisher","2021-2022",24,18.7901554404145
18,"Dec",2021,"fisher","2021-2022",36,18.7901554404145
18.5,"Dec",2021,"fisher","2021-2022",33,18.7901554404145
19,"Dec",2021,"fisher","2021-2022",41,18.7901554404145
19.5,"Dec",2021,"fisher","2021-2022",33,18.7901554404145
20,"Dec",2021,"fisher","2021-2022",46,18.7901554404145
20.5,"Dec",2021,"fisher","2021-2022",39,18.7901554404145
21,"Dec",2021,"fisher","2021-2022",20,18.7901554404145
21.5,"Dec",2021,"fisher","2021-2022",12,18.7901554404145
22,"Dec",2021,"fisher","2021-2022",10,18.7901554404145
22.5,"Dec",2021,"fisher","2021-2022",4,18.7901554404145
23,"Dec",2021,"fisher","2021-2022",7,18.7901554404145
23.5,"Dec",2021,"fisher","2021-2022",0,18.7901554404145
24,"Dec",2021,"fisher","2021-2022",1,18.7901554404145
13,"Aug",2021,"processor","2021-2022",240,17.8063004345127
13.5,"Aug",2021,"processor","2021-2022",249,17.8063004345127
14,"Aug",2021,"processor","2021-2022",924,17.8063004345127
14.5,"Aug",2021,"processor","2021-2022",1364,17.8063004345127
15,"Aug",2021,"processor","2021-2022",2104,17.8063004345127
15.5,"Aug",2021,"processor","2021-2022",1049,17.8063004345127
16,"Aug",2021,"processor","2021-2022",3818,17.8063004345127
16.5,"Aug",2021,"processor","2021-2022",4099,17.8063004345127
17,"Aug",2021,"processor","2021-2022",6682,17.8063004345127
17.5,"Aug",2021,"processor","2021-2022",4766,17.8063004345127
18,"Aug",2021,"processor","2021-2022",4726,17.8063004345127
18.5,"Aug",2021,"processor","2021-2022",3197,17.8063004345127
19,"Aug",2021,"processor","2021-2022",5052,17.8063004345127
19.5,"Aug",2021,"processor","2021-2022",1677,17.8063004345127
20,"Aug",2021,"processor","2021-2022",2888,17.8063004345127
20.5,"Aug",2021,"processor","2021-2022",1167,17.8063004345127
21,"Aug",2021,"processor","2021-2022",1853,17.8063004345127
21.5,"Aug",2021,"processor","2021-2022",832,17.8063004345127
22,"Aug",2021,"processor","2021-2022",1341,17.8063004345127
22.5,"Aug",2021,"processor","2021-2022",91,17.8063004345127
23,"Aug",2021,"processor","2021-2022",103,17.8063004345127
23.5,"Aug",2021,"processor","2021-2022",108,17.8063004345127
14,"Sep",2021,"processor","2021-2022",33,18.0397239439384
14.5,"Sep",2021,"processor","2021-2022",151,18.0397239439384
15,"Sep",2021,"processor","2021-2022",1861,18.0397239439384
15.5,"Sep",2021,"processor","2021-2022",4116,18.0397239439384
16,"Sep",2021,"processor","2021-2022",10742,18.0397239439384
16.5,"Sep",2021,"processor","2021-2022",10819,18.0397239439384
17,"Sep",2021,"processor","2021-2022",15443,18.0397239439384
17.5,"Sep",2021,"processor","2021-2022",14259,18.0397239439384
18,"Sep",2021,"processor","2021-2022",18972,18.0397239439384
18.5,"Sep",2021,"processor","2021-2022",10323,18.0397239439384
19,"Sep",2021,"processor","2021-2022",10740,18.0397239439384
19.5,"Sep",2021,"processor","2021-2022",2999,18.0397239439384
20,"Sep",2021,"processor","2021-2022",8929,18.0397239439384
20.5,"Sep",2021,"processor","2021-2022",928,18.0397239439384
21,"Sep",2021,"processor","2021-2022",7201,18.0397239439384
21.5,"Sep",2021,"processor","2021-2022",289,18.0397239439384
22,"Sep",2021,"processor","2021-2022",3961,18.0397239439384
23,"Sep",2021,"processor","2021-2022",528,18.0397239439384
15,"Oct",2021,"processor","2021-2022",29,20.7563689997318
16,"Oct",2021,"processor","2021-2022",33,20.7563689997318
17,"Oct",2021,"processor","2021-2022",87,20.7563689997318
17.5,"Oct",2021,"processor","2021-2022",38,20.7563689997318
18,"Oct",2021,"processor","2021-2022",443,20.7563689997318
19,"Oct",2021,"processor","2021-2022",3048,20.7563689997318
19.5,"Oct",2021,"processor","2021-2022",62,20.7563689997318
20,"Oct",2021,"processor","2021-2022",6621,20.7563689997318
20.5,"Oct",2021,"processor","2021-2022",65,20.7563689997318
21,"Oct",2021,"processor","2021-2022",5027,20.7563689997318
21.5,"Oct",2021,"processor","2021-2022",149,20.7563689997318
22,"Oct",2021,"processor","2021-2022",4473,20.7563689997318
22.5,"Oct",2021,"processor","2021-2022",78,20.7563689997318
23,"Oct",2021,"processor","2021-2022",1787,20.7563689997318
24,"Oct",2021,"processor","2021-2022",434,20.7563689997318
6.5,"Nov",2021,"processor","2021-2022",32,18.036939280232
7.5,"Nov",2021,"processor","2021-2022",234,18.036939280232
8,"Nov",2021,"processor","2021-2022",1006,18.036939280232
8.5,"Nov",2021,"processor","2021-2022",475,18.036939280232
14,"Nov",2021,"processor","2021-2022",39,18.036939280232
14.5,"Nov",2021,"processor","2021-2022",213,18.036939280232
15,"Nov",2021,"processor","2021-2022",824,18.036939280232
15.5,"Nov",2021,"processor","2021-2022",2013,18.036939280232
16,"Nov",2021,"processor","2021-2022",5497,18.036939280232
16.5,"Nov",2021,"processor","2021-2022",7683,18.036939280232
17,"Nov",2021,"processor","2021-2022",12775,18.036939280232
17.5,"Nov",2021,"processor","2021-2022",12111,18.036939280232
18,"Nov",2021,"processor","2021-2022",23792,18.036939280232
18.5,"Nov",2021,"processor","2021-2022",14658,18.036939280232
19,"Nov",2021,"processor","2021-2022",13979,18.036939280232
19.5,"Nov",2021,"processor","2021-2022",6427,18.036939280232
20,"Nov",2021,"processor","2021-2022",7621,18.036939280232
20.5,"Nov",2021,"processor","2021-2022",1871,18.036939280232
21,"Nov",2021,"processor","2021-2022",3466,18.036939280232
21.5,"Nov",2021,"processor","2021-2022",813,18.036939280232
22,"Nov",2021,"processor","2021-2022",1234,18.036939280232
22.5,"Nov",2021,"processor","2021-2022",97,18.036939280232
23,"Nov",2021,"processor","2021-2022",400,18.036939280232
7,"Dec",2021,"processor","2021-2022",119,17.6252321299298
8,"Dec",2021,"processor","2021-2022",64,17.6252321299298
14,"Dec",2021,"processor","2021-2022",84,17.6252321299298
14.5,"Dec",2021,"processor","2021-2022",133,17.6252321299298
15,"Dec",2021,"processor","2021-2022",2535,17.6252321299298
15.5,"Dec",2021,"processor","2021-2022",5135,17.6252321299298
16,"Dec",2021,"processor","2021-2022",4982,17.6252321299298
16.5,"Dec",2021,"processor","2021-2022",5552,17.6252321299298
17,"Dec",2021,"processor","2021-2022",8076,17.6252321299298
17.5,"Dec",2021,"processor","2021-2022",7131,17.6252321299298
18,"Dec",2021,"processor","2021-2022",7335,17.6252321299298
18.5,"Dec",2021,"processor","2021-2022",9322,17.6252321299298
19,"Dec",2021,"processor","2021-2022",4400,17.6252321299298
19.5,"Dec",2021,"processor","2021-2022",2823,17.6252321299298
20,"Dec",2021,"processor","2021-2022",1982,17.6252321299298
20.5,"Dec",2021,"processor","2021-2022",1413,17.6252321299298
21,"Dec",2021,"processor","2021-2022",1003,17.6252321299298
21.5,"Dec",2021,"processor","2021-2022",817,17.6252321299298
22,"Dec",2021,"processor","2021-2022",419,17.6252321299298
22.5,"Dec",2021,"processor","2021-2022",217,17.6252321299298
5,"Jan",2022,"processor","2021-2022",46,17.483620606541
14,"Jan",2022,"processor","2021-2022",33,17.483620606541
14.5,"Jan",2022,"processor","2021-2022",247,17.483620606541
15,"Jan",2022,"processor","2021-2022",1241,17.483620606541
15.5,"Jan",2022,"processor","2021-2022",2862,17.483620606541
16,"Jan",2022,"processor","2021-2022",8515,17.483620606541
16.5,"Jan",2022,"processor","2021-2022",9514,17.483620606541
17,"Jan",2022,"processor","2021-2022",17051,17.483620606541
17.5,"Jan",2022,"processor","2021-2022",14057,17.483620606541
18,"Jan",2022,"processor","2021-2022",17905,17.483620606541
18.5,"Jan",2022,"processor","2021-2022",10746,17.483620606541
19,"Jan",2022,"processor","2021-2022",6695,17.483620606541
19.5,"Jan",2022,"processor","2021-2022",2884,17.483620606541
20,"Jan",2022,"processor","2021-2022",1254,17.483620606541
20.5,"Jan",2022,"processor","2021-2022",299,17.483620606541
5,"Feb",2022,"processor","2021-2022",46,17.8576567002514
7,"Feb",2022,"processor","2021-2022",51,17.8576567002514
14.5,"Feb",2022,"processor","2021-2022",165,17.8576567002514
15,"Feb",2022,"processor","2021-2022",953,17.8576567002514
15.5,"Feb",2022,"processor","2021-2022",2814,17.8576567002514
16,"Feb",2022,"processor","2021-2022",2159,17.8576567002514
16.5,"Feb",2022,"processor","2021-2022",4281,17.8576567002514
17,"Feb",2022,"processor","2021-2022",7724,17.8576567002514
17.5,"Feb",2022,"processor","2021-2022",7277,17.8576567002514
18,"Feb",2022,"processor","2021-2022",5520,17.8576567002514
18.5,"Feb",2022,"processor","2021-2022",5560,17.8576567002514
19,"Feb",2022,"processor","2021-2022",2121,17.8576567002514
19.5,"Feb",2022,"processor","2021-2022",4105,17.8576567002514
20,"Feb",2022,"processor","2021-2022",2415,17.8576567002514
20.5,"Feb",2022,"processor","2021-2022",2100,17.8576567002514
21,"Feb",2022,"processor","2021-2022",707,17.8576567002514
21.5,"Feb",2022,"processor","2021-2022",698,17.8576567002514
22,"Feb",2022,"processor","2021-2022",110,17.8576567002514
23,"Feb",2022,"processor","2021-2022",125,17.8576567002514
